ticker,price,score,points,sma50,sma200,wk52_high,wk52_low,volume
NVDA,215.33,10,"[1, 1, 1, 1, 1, 1, 1, 1, 1, 1]",196.81,187.02,235.74,131.26,162604985.0
GOOGL,382.97,10,"[1, 1, 1, 1, 1, 1, 1, 1, 1, 1]",341.14,295.96,402.62,164.82,29552385.0
GOOG,379.38,10,"[1, 1, 1, 1, 1, 1, 1, 1, 1, 1]",338.84,295.79,399.04,165.64,19425915.0
AAPL,308.82,10,"[1, 1, 1, 1, 1, 1, 1, 1, 1, 1]",270.36,261.09,308.82,194.5,48397365.0
AMZN,266.32,10,"[1, 1, 1, 1, 1, 1, 1, 1, 1, 1]",241.92,230.55,274.99,198.79,43860420.0
AVGO,414.14,9,"[1, 1, 1, 1, 1, 1, 1, 1, 1, 0]",376.96,348.89,439.79,226.88,18613525.0
TSM,404.52,10,"[1, 1, 1, 1, 1, 1, 1, 1, 1, 1]",373.07,316.78,419.5,189.63,13369850.0
TSLA,426.01,9,"[1, 1, 1, 0, 1, 1, 1, 1, 1, 1]",388.33,410.03,489.88,284.7,54879640.0
WMT,120.27,7,"[0, 1, 1, 1, 1, 1, 0, 1, 1, 0]",126.77,114.3,134.2,93.47,19179305.0
LLY,1065.0,9,"[1, 1, 1, 0, 1, 1, 1, 1, 1, 1]",941.92,925.28,1106.19,621.26,3449170.0
MU,751.0,10,"[1, 1, 1, 1, 1, 1, 1, 1, 1, 1]",518.97,322.41,803.63,93.15,50849105.0
AMD,467.51,10,"[1, 1, 1, 1, 1, 1, 1, 1, 1, 1]",303.19,230.88,467.51,110.31,42390425.0
INTC,119.84,10,"[1, 1, 1, 1, 1, 1, 1, 1, 1, 1]",76.44,47.17,129.44,19.31,153642015.0
XOM,154.92,10,"[1, 1, 1, 1, 1, 1, 1, 1, 1, 1]",154.73,129.38,170.31,98.68,17350165.0
ASML,1632.9,10,"[1, 1, 1, 1, 1, 1, 1, 1, 1, 1]",1434.2,1173.94,1632.9,686.0,1655715.0
ORCL,192.08,5,"[1, 1, 0, 0, 0, 0, 1, 0, 1, 1]",167.02,206.91,325.76,136.0,21465645.0
JNJ,234.34,10,"[1, 1, 1, 1, 1, 1, 1, 1, 1, 1]",233.36,209.49,248.56,146.98,7554010.0
CAT,879.89,10,"[1, 1, 1, 1, 1, 1, 1, 1, 1, 1]",798.08,623.94,926.93,339.71,2580145.0
CSCO,120.41,10,"[1, 1, 1, 1, 1, 1, 1, 1, 1, 1]",89.77,77.28,120.41,61.62,26125560.0
