ticker,price,score,points,sma50,sma200,wk52_high,wk52_low,volume
TCBI,100.73,10,"[1, 1, 1, 1, 1, 1, 1, 1, 1, 1]",100.07,93.6,105.77,74.71,480326.2
TPC,76.55,8,"[0, 1, 1, 1, 1, 1, 1, 1, 1, 0]",80.55,72.42,97.23,41.79,486053.2
ENVA,189.16,10,"[1, 1, 1, 1, 1, 1, 1, 1, 1, 1]",164.77,143.55,189.59,95.68,240043.3
PLUG,2.8,6,"[0, 1, 1, 1, 0, 1, 1, 0, 1, 0]",3.27,2.55,4.14,1.09,70437827.75
HNGE,68.35,9,"[1, 1, 1, 1, 0, 1, 1, 1, 1, 1]",51.12,47.67,68.35,31.17,1713363.7
WHD,58.07,10,"[1, 1, 1, 1, 1, 1, 1, 1, 1, 1]",56.48,48.48,62.59,33.12,684933.1
PTEN,10.66,8,"[0, 1, 1, 1, 1, 1, 1, 1, 1, 0]",11.37,7.98,12.74,5.0,8515559.85
SMR,10.64,1,"[0, 0, 0, 0, 0, 0, 0, 0, 1, 0]",11.48,21.11,53.43,9.16,35796511.25
CMBT,15.43,10,"[1, 1, 1, 1, 1, 1, 1, 1, 1, 1]",13.92,11.19,16.55,7.49,1922057.5
CNO,50.41,10,"[1, 1, 1, 1, 1, 1, 1, 1, 1, 1]",45.46,41.82,50.41,34.91,700265.65
BETA,16.66,3,"[0, 0, 0, 0, 1, 0, 0, 0, 1, 1]",16.82,16.66,36.8,13.59,1676765.15
CNR,87.73,6,"[0, 0, 0, 0, 1, 1, 1, 1, 1, 1]",89.2,88.23,113.11,64.95,660941.3
BLLN,103.95,6,"[1, 1, 0, 0, 0, 0, 1, 1, 1, 1]",88.21,103.95,130.18,64.03,733596.5
ZETA,19.77,9,"[1, 1, 1, 1, 0, 1, 1, 1, 1, 1]",18.57,18.73,25.25,12.56,9910638.75
NVTS,23.73,9,"[1, 1, 1, 1, 1, 1, 1, 0, 1, 1]",19.26,11.51,31.79,5.54,37137150.1
FHI,58.21,10,"[1, 1, 1, 1, 1, 1, 1, 1, 1, 1]",56.03,53.05,58.25,40.92,739224.05
COLD,14.55,9,"[1, 1, 1, 1, 0, 1, 1, 1, 1, 1]",13.61,12.49,16.2,9.75,4561059.1
LMND,60.75,6,"[1, 0, 0, 0, 1, 1, 1, 0, 1, 1]",58.24,63.96,96.57,36.28,1490838.65
AMRX,16.24,10,"[1, 1, 1, 1, 1, 1, 1, 1, 1, 1]",13.13,12.29,16.34,7.82,1873928.4
LPL,4.73,8,"[1, 1, 1, 1, 0, 1, 1, 1, 1, 0]",4.69,4.54,5.76,3.31,2001522.75
TREX,46.37,7,"[1, 1, 1, 1, 0, 0, 1, 0, 1, 1]",40.4,42.26,68.49,30.13,1886808.25
DOO,60.35,5,"[1, 0, 0, 0, 1, 1, 0, 0, 1, 1]",59.58,66.83,81.45,46.48,294017.85
MTRN,252.14,10,"[1, 1, 1, 1, 1, 1, 1, 1, 1, 1]",198.34,147.95,252.14,76.5,323373.3
XMTR,87.03,10,"[1, 1, 1, 1, 1, 1, 1, 1, 1, 1]",68.51,57.76,95.32,30.69,898841.1
NP,27.56,6,"[1, 1, 0, 1, 0, 0, 1, 1, 1, 0]",26.78,27.56,30.68,17.14,773182.95
LASR,69.63,8,"[0, 1, 1, 1, 1, 1, 1, 1, 1, 0]",71.15,48.98,84.95,17.4,1093290.25
CAAP,28.06,9,"[1, 1, 1, 0, 1, 1, 1, 1, 1, 1]",25.57,24.35,30.35,17.49,202261.85
TNL,74.33,9,"[1, 1, 1, 0, 1, 1, 1, 1, 1, 1]",68.46,66.87,78.1,47.16,892971.6
PVH,83.26,8,"[0, 1, 1, 1, 0, 1, 1, 1, 1, 1]",87.99,77.53,98.77,60.85,1345658.65
