ticker,price,score,points,sma50,sma200,wk52_high,wk52_low,volume
NVDA,195.55,7,"[0, 1, 1, 1, 1, 1, 0, 1, 1, 0]",209.51,190.92,235.47,158.03,153666730.3
GOOGL,366.46,8,"[0, 1, 1, 1, 1, 1, 1, 1, 1, 0]",371.37,316.39,402.38,173.86,37432095.9
GOOG,364.9,8,"[0, 1, 1, 1, 1, 1, 1, 1, 1, 0]",368.65,315.79,398.8,174.66,24976502.95
AAPL,312.66,10,"[1, 1, 1, 1, 1, 1, 1, 1, 1, 1]",294.25,270.7,315.2,201.58,69336350.2
AMZN,244.16,7,"[0, 1, 1, 1, 1, 1, 0, 1, 1, 0]",255.19,233.03,274.99,198.79,63552525.7
AVGO,373.9,8,"[0, 1, 1, 1, 1, 1, 1, 1, 1, 0]",407.93,360.28,480.81,269.82,32438460.95
TSM,451.79,10,"[1, 1, 1, 1, 1, 1, 1, 1, 1, 1]",420.14,343.47,477.57,224.84,15218911.55
TSLA,419.77,8,"[1, 1, 1, 0, 0, 1, 1, 1, 1, 1]",407.07,418.6,489.88,293.94,50271912.2
WMT,110.65,5,"[0, 0, 0, 1, 1, 1, 0, 1, 1, 0]",122.57,116.71,134.2,93.62,25005528.25
LLY,1200.06,10,"[1, 1, 1, 1, 1, 1, 1, 1, 1, 1]",1059.97,984.74,1229.93,621.26,3376729.55
MU,984.75,9,"[1, 1, 1, 1, 1, 1, 1, 1, 1, 0]",862.03,448.35,1213.56,104.73,58215433.5
AMD,552.05,10,"[1, 1, 1, 1, 1, 1, 1, 1, 1, 1]",465.35,280.14,580.91,134.8,32104414.5
INTC,122.2,10,"[1, 1, 1, 1, 1, 1, 1, 1, 1, 1]",114.52,60.82,140.94,19.31,132244125.4
XOM,136.44,7,"[0, 0, 1, 1, 1, 1, 1, 1, 1, 0]",147.31,134.42,170.31,102.56,18398145.55
ASML,1825.07,10,"[1, 1, 1, 1, 1, 1, 1, 1, 1, 1]",1654.65,1316.55,1989.44,686.0,2391546.45
ORCL,143.76,2,"[0, 0, 0, 1, 0, 0, 0, 0, 1, 0]",185.5,198.27,325.76,136.0,32981119.4
JNJ,259.33,10,"[1, 1, 1, 1, 1, 1, 1, 1, 1, 1]",232.83,217.41,263.04,151.39,9036360.1
